FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.033,0.067,0.005,0.91,1,500,4,-50.75,1
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.033,0.06,0.004,0.92,1,500,2.5,-45,2
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.033,0.065,0.004,0.91,1,500,4,-49.23,3
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.211,0.033,0.073,0.006,0.9,1,500,5.5,-54.79,4
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.033,0.063,0.004,0.916,1,500,4,-47.62,5
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.209,0.033,0.072,0.005,0.894,1,500,4.5,-54.17,6
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.207,0.033,0.069,0.005,0.904,1,500,3.5,-52.17,7
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.033,0.061,0.004,0.916,1,500,2.5,-45.9,8
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.034,0.055,0.003,0.922,1,500,2.5,-38.18,9
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.033,0.07,0.005,0.892,1,500,4,-52.86,10
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.206,0.033,0.06,0.004,0.908,1,500,3,-45,11
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.207,0.033,0.068,0.005,0.884,1,500,3.5,-51.47,12
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.209,0.033,0.068,0.005,0.916,1,500,4.5,-51.47,13
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.21,0.033,0.07,0.005,0.894,1,500,5,-52.86,14
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.214,0.033,0.078,0.006,0.89,1,500,7,-57.69,15
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.207,0.034,0.061,0.004,0.922,1,500,3.5,-44.26,16
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.21,0.033,0.071,0.005,0.89,1,500,5,-53.52,17
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.034,0.067,0.004,0.886,1,500,4,-49.25,18
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.206,0.033,0.06,0.004,0.912,1,500,3,-45,19
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.034,0.061,0.004,0.93,1,500,2.5,-44.26,20
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.034,0.062,0.004,0.928,1,500,2.5,-45.16,21
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.202,0.033,0.06,0.004,0.924,1,500,1,-45,22
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.203,0.033,0.056,0.003,0.93,1,500,1.5,-41.07,23
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.21,0.033,0.07,0.005,0.902,1,500,5,-52.86,24
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.208,0.033,0.069,0.005,0.89,1,500,4,-52.17,25
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.207,0.033,0.068,0.005,0.9,1,500,3.5,-51.47,26
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.203,0.033,0.059,0.003,0.918,1,500,1.5,-44.07,27
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.204,0.033,0.055,0.003,0.93,1,500,2,-40,28
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.214,0.034,0.082,0.007,0.868,1,500,7,-58.54,29
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.209,0.034,0.071,0.005,0.904,1,500,4.5,-52.11,30
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.205,0.033,0.06,0.004,0.93,1,500,2.5,-45,31
rilta_lta_m2_n_500_tp_0.407_m_3_l_d,Model 2,0.2,N = 500,".60, .30, .10",D,500,0.207,0.033,0.069,0.005,0.91,1,500,3.5,-52.17,32
