FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.77,0.063,0.056,0.004,0.964,0.998,500,-3.75,12.5,1
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.768,0.064,0.058,0.004,0.948,0.998,500,-4,10.34,2
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.767,0.064,0.055,0.004,0.96,1,500,-4.13,16.36,3
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.064,0.061,0.005,0.918,0.998,500,-4.5,4.92,4
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.063,0.062,0.005,0.92,1,500,-4.5,1.61,5
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.765,0.063,0.056,0.004,0.936,0.994,500,-4.38,12.5,6
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.067,0.059,0.005,0.93,0.994,500,-4.63,13.56,7
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.064,0.056,0.004,0.936,0.998,500,-4.63,14.29,8
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.062,0.06,0.005,0.922,1,500,-4.63,3.33,9
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.766,0.065,0.059,0.005,0.944,0.996,500,-4.25,10.17,10
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.064,0.058,0.005,0.934,1,500,-4.5,10.34,11
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.761,0.065,0.059,0.005,0.932,0.998,500,-4.88,10.17,12
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.767,0.063,0.056,0.004,0.916,0.998,500,-4.13,12.5,13
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.065,0.061,0.005,0.92,0.996,500,-4.63,6.56,14
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.064,0.058,0.005,0.934,0.998,500,-4.5,10.34,15
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.063,0.056,0.004,0.948,0.998,500,-4.5,12.5,16
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.065,0.057,0.005,0.95,0.996,500,-4.5,14.03,17
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.063,0.06,0.005,0.912,0.998,500,-4.63,5,18
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.064,0.057,0.005,0.95,0.998,500,-4.5,12.28,19
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.767,0.064,0.057,0.004,0.94,1,500,-4.13,12.28,20
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.763,0.066,0.058,0.005,0.938,0.994,500,-4.63,13.79,21
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.767,0.063,0.059,0.005,0.932,1,500,-4.13,6.78,22
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.765,0.065,0.059,0.005,0.95,0.996,500,-4.38,10.17,23
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.762,0.065,0.059,0.005,0.916,0.994,500,-4.75,10.17,24
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.766,0.063,0.057,0.004,0.942,0.998,500,-4.25,10.53,25
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.764,0.063,0.055,0.004,0.934,1,500,-4.5,14.55,26
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.762,0.064,0.062,0.005,0.932,0.996,500,-4.75,3.23,27
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.766,0.063,0.056,0.004,0.944,0.998,500,-4.25,12.5,28
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.77,0.064,0.058,0.004,0.942,0.998,500,-3.75,10.34,29
rilta_lta_m1_n_1000_tp_3.179_m_2_l_b,Model 1,0.8,N = 1000,".33, .33, .33",B,500,0.767,0.063,0.059,0.005,0.934,0.998,500,-4.13,6.78,30
