FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.277,0.072,0.071,0.011,0.796,0.954,500,38.5,1.41,1
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.281,0.071,0.071,0.012,0.752,0.94,500,40.5,0,2
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.279,0.071,0.074,0.012,0.742,0.948,500,39.5,-4.05,3
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.282,0.069,0.072,0.012,0.736,0.968,500,41,-4.17,4
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.279,0.071,0.072,0.011,0.766,0.96,500,39.5,-1.39,5
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.279,0.071,0.074,0.012,0.742,0.956,500,39.5,-4.05,6
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.276,0.07,0.071,0.011,0.78,0.97,500,38,-1.41,7
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.276,0.07,0.072,0.011,0.76,0.95,500,38,-2.78,8
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.276,0.071,0.073,0.011,0.764,0.968,500,38,-2.74,9
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.283,0.071,0.071,0.012,0.742,0.964,500,41.5,0,10
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.285,0.071,0.069,0.012,0.762,0.974,500,42.5,2.9,11
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.278,0.071,0.071,0.011,0.794,0.964,500,39,0,12
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.28,0.072,0.072,0.012,0.764,0.948,500,40,0,13
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.279,0.071,0.071,0.011,0.754,0.954,500,39.5,0,14
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.28,0.072,0.072,0.011,0.762,0.94,500,40,0,15
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.281,0.07,0.071,0.012,0.742,0.966,500,40.5,-1.41,16
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.278,0.07,0.071,0.011,0.778,0.956,500,39,-1.41,17
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.28,0.07,0.072,0.012,0.762,0.946,500,40,-2.78,18
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.288,0.069,0.074,0.013,0.702,0.966,500,44,-6.76,19
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.283,0.071,0.073,0.012,0.736,0.95,500,41.5,-2.74,20
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.281,0.071,0.07,0.011,0.78,0.964,500,40.5,1.43,21
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.276,0.07,0.071,0.011,0.754,0.96,500,38,-1.41,22
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.277,0.071,0.07,0.011,0.776,0.95,500,38.5,1.43,23
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.275,0.07,0.074,0.011,0.75,0.964,500,37.5,-5.41,24
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.281,0.071,0.073,0.012,0.742,0.952,500,40.5,-2.74,25
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.277,0.07,0.072,0.011,0.75,0.946,500,38.5,-2.78,26
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.283,0.069,0.071,0.012,0.736,0.954,500,41.5,-2.82,27
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.279,0.071,0.07,0.011,0.778,0.976,500,39.5,1.43,28
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.285,0.07,0.069,0.012,0.746,0.964,500,42.5,1.45,29
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.282,0.071,0.073,0.012,0.744,0.948,500,41,-2.74,30
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.285,0.071,0.074,0.013,0.72,0.952,500,42.5,-4.05,31
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.28,0.071,0.067,0.011,0.776,0.95,500,40,5.97,32
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.28,0.07,0.076,0.012,0.744,0.956,500,40,-7.89,33
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.284,0.07,0.072,0.012,0.74,0.966,500,42,-2.78,34
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.282,0.071,0.077,0.013,0.75,0.96,500,41,-7.79,35
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.282,0.07,0.073,0.012,0.754,0.966,500,41,-4.11,36
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.278,0.071,0.07,0.011,0.758,0.938,500,39,1.43,37
rilta_lta_m3_n_2500_tp_0.407_m_1_l_a,Model 3,0.2,N = 2500,".10, .30, .60",A,500,0.277,0.071,0.069,0.011,0.766,0.95,500,38.5,2.9,38
