FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.78,0.014,0.078,0.006,0.866,1,500,-2.5,-82.05,1
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.78,0.014,0.078,0.006,0.882,1,500,-2.5,-82.05,2
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.782,0.014,0.073,0.006,0.896,1,500,-2.25,-80.82,3
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.781,0.014,0.073,0.006,0.898,1,500,-2.38,-80.82,4
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.781,0.014,0.077,0.006,0.88,1,500,-2.38,-81.82,5
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.776,0.014,0.083,0.007,0.884,1,500,-3,-83.13,6
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.783,0.014,0.075,0.006,0.876,1,500,-2.13,-81.33,7
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.785,0.014,0.067,0.005,0.9,1,500,-1.88,-79.1,8
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.783,0.014,0.072,0.005,0.892,1,500,-2.13,-80.55,9
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.779,0.014,0.078,0.007,0.888,1,500,-2.63,-82.05,10
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.784,0.014,0.07,0.005,0.896,1,500,-2,-80,11
rilta_lta_m2_n_2500_tp_3.179_m_3_l_a,Model 2,0.8,N = 2500,".60, .30, .10",A,500,0.783,0.014,0.072,0.005,0.882,1,500,-2.13,-80.55,12
