FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.227,0.056,0.053,0.004,0.918,0.966,500,13.5,5.66,1
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.228,0.055,0.051,0.003,0.92,0.966,500,14,7.84,2
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.22,0.056,0.053,0.003,0.938,0.956,500,10,5.66,3
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.228,0.055,0.056,0.004,0.896,0.962,500,14,-1.79,4
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.058,0.052,0.003,0.924,0.94,500,13,11.54,5
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.222,0.056,0.051,0.003,0.934,0.964,500,11,9.8,6
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.221,0.054,0.052,0.003,0.93,0.974,500,10.5,3.85,7
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.22,0.057,0.051,0.003,0.946,0.954,500,10,11.76,8
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.055,0.052,0.003,0.916,0.966,500,13,5.77,9
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.224,0.055,0.052,0.003,0.932,0.954,500,12,5.77,10
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.224,0.056,0.05,0.003,0.936,0.972,500,12,12,11
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.055,0.057,0.004,0.916,0.962,500,13,-3.51,12
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.057,0.05,0.003,0.94,0.952,500,13,14,13
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.225,0.055,0.051,0.003,0.924,0.97,500,12.5,7.84,14
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.228,0.055,0.052,0.003,0.912,0.954,500,14,5.77,15
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.225,0.055,0.052,0.003,0.934,0.966,500,12.5,5.77,16
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.223,0.056,0.052,0.003,0.928,0.968,500,11.5,7.69,17
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.224,0.056,0.054,0.003,0.928,0.954,500,12,3.7,18
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.227,0.055,0.053,0.004,0.92,0.96,500,13.5,3.77,19
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.057,0.053,0.003,0.926,0.964,500,13,7.55,20
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.222,0.054,0.05,0.003,0.932,0.974,500,11,8,21
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.226,0.055,0.049,0.003,0.92,0.97,500,13,12.24,22
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.231,0.054,0.052,0.004,0.918,0.978,500,15.5,3.85,23
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.227,0.055,0.051,0.003,0.926,0.97,500,13.5,7.84,24
rilta_lta_m1_n_1000_tp_0.407_m_3_l_c,Model 1,0.2,N = 1000,".60, .30, .10",C,500,0.225,0.056,0.05,0.003,0.932,0.962,500,12.5,12,25
