FileName,Model,Population,N,Mixing_proportion,Lambda,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.191,0.057,0.057,0.003,0.924,0.91,500,-4.5,0,1
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.058,0.054,0.003,0.936,0.912,500,-4,7.41,2
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.19,0.057,0.052,0.003,0.958,0.906,500,-5,9.62,3
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.058,0.057,0.003,0.938,0.912,500,-4,1.75,4
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.191,0.058,0.056,0.003,0.93,0.918,500,-4.5,3.57,5
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.187,0.057,0.05,0.003,0.97,0.914,500,-6.5,14,6
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.19,0.058,0.055,0.003,0.942,0.904,500,-5,5.45,7
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.193,0.057,0.052,0.003,0.946,0.924,500,-3.5,9.62,8
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.057,0.055,0.003,0.936,0.91,500,-3,3.64,9
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.193,0.057,0.052,0.003,0.952,0.924,500,-3.5,9.62,10
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.057,0.056,0.003,0.938,0.916,500,-4,1.79,11
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.057,0.056,0.003,0.93,0.932,500,-3,1.79,12
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.191,0.058,0.056,0.003,0.948,0.9,500,-4.5,3.57,13
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.058,0.052,0.003,0.958,0.93,500,-4,11.54,14
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.193,0.058,0.054,0.003,0.94,0.914,500,-3.5,7.41,15
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.191,0.057,0.058,0.003,0.936,0.916,500,-4.5,-1.72,16
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.057,0.056,0.003,0.948,0.912,500,-4,1.79,17
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.058,0.055,0.003,0.958,0.922,500,-3,5.45,18
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.057,0.055,0.003,0.924,0.938,500,-3,3.64,19
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.193,0.057,0.052,0.003,0.954,0.912,500,-3.5,9.62,20
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.058,0.057,0.003,0.928,0.922,500,-4,1.75,21
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.058,0.056,0.003,0.93,0.932,500,-3,3.57,22
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.057,0.055,0.003,0.95,0.912,500,-4,3.64,23
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.189,0.057,0.061,0.004,0.912,0.898,500,-5.5,-6.56,24
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.057,0.055,0.003,0.952,0.92,500,-3,3.64,25
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.195,0.057,0.053,0.003,0.956,0.922,500,-2.5,7.55,26
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.194,0.057,0.055,0.003,0.936,0.918,500,-3,3.64,27
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.19,0.058,0.053,0.003,0.952,0.922,500,-5,9.43,28
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.197,0.057,0.056,0.003,0.94,0.934,500,-1.5,1.79,29
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.189,0.057,0.057,0.003,0.914,0.92,500,-5.5,0,30
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.193,0.057,0.057,0.003,0.934,0.926,500,-3.5,0,31
rilta_lta_m1_n_5000_tp_0.407_m_1_l_c,Model 1,0.2,N = 5000,".10, .30, .60",C,500,0.192,0.057,0.053,0.003,0.954,0.904,500,-4,7.55,32
