FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.207,0.072,0.056,0.003,0.966,0.836,500,3.5,28.57,1
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.202,0.074,0.06,0.004,0.952,0.805,500,1,23.33,2
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.203,0.071,0.053,0.003,0.976,0.844,500,1.5,33.96,3
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.198,0.074,0.06,0.004,0.958,0.796,500,-1,23.33,4
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.203,0.069,0.062,0.004,0.934,0.804,500,1.5,11.29,5
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.204,0.07,0.061,0.004,0.958,0.842,500,2,14.75,6
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.204,0.074,0.058,0.003,0.95,0.818,500,2,27.59,7
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.201,0.072,0.057,0.003,0.962,0.827,500,0.5,26.32,8
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.202,0.072,0.059,0.004,0.964,0.799,500,1,22.03,9
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.204,0.072,0.062,0.004,0.968,0.782,500,2,16.13,10
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.201,0.074,0.06,0.004,0.974,0.804,500,0.5,23.33,11
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.209,0.072,0.058,0.003,0.958,0.828,500,4.5,24.14,12
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.2,0.073,0.06,0.004,0.956,0.795,500,0,21.67,13
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.2,0.075,0.06,0.004,0.952,0.806,500,0,25,14
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.198,0.073,0.059,0.004,0.962,0.799,500,-1,23.73,15
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.205,0.071,0.057,0.003,0.964,0.834,500,2.5,24.56,16
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.203,0.073,0.055,0.003,0.968,0.827,500,1.5,32.73,17
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.199,0.074,0.058,0.003,0.958,0.809,500,-0.5,27.59,18
lta_rilta_m3_n_500_tp_0.407_m_3,Model 3,0.2,N = 500,".60, .30, .10",500,0.204,0.071,0.062,0.004,0.954,0.825,500,2,14.52,19
