FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.962,1,500,-0.25,7.69,1
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.934,1,500,-0.25,0,2
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.952,1,500,-0.13,0,3
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.014,0,0.934,1,500,-0.38,0,4
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.014,0,0.942,1,500,-0.38,0,5
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.928,1,500,-0.25,0,6
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.958,1,500,-0.25,7.69,7
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.942,1,500,-0.13,0,8
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.014,0,0.922,1,500,-0.38,0,9
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.936,1,500,-0.25,0,10
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.938,1,500,-0.25,0,11
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.014,0,0.928,1,500,-0.38,0,12
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.013,0,0.948,1,500,-0.13,7.69,13
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.932,1,500,-0.25,0,14
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.952,1,500,-0.25,7.69,15
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.95,1,500,-0.25,7.69,16
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.014,0,0.94,1,500,-0.38,0,17
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.954,1,500,-0.25,0,18
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.928,1,500,-0.25,0,19
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.946,1,500,-0.13,0,20
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.95,1,500,-0.25,0,21
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.797,0.014,0.013,0,0.956,1,500,-0.38,7.69,22
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.96,1,500,-0.25,7.69,23
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.936,1,500,-0.25,7.69,24
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.013,0,0.958,1,500,-0.25,7.69,25
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.932,1,500,-0.25,0,26
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.952,1,500,-0.25,0,27
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.942,1,500,-0.13,0,28
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.94,1,500,-0.13,0,29
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.798,0.014,0.014,0,0.946,1,500,-0.25,0,30
lta_rilta_m3_n_5000_tp_3.179_m_3,Model 3,0.8,N = 5000,".60, .30, .10",500,0.799,0.014,0.014,0,0.928,1,500,-0.13,0,31
