1
0.90009044E-001 -.11423892E+000 -.48711166E+000 0.21757283E+000 0.23333023E+000 0.58030679E-001 0.88656643E+000 -.57798744E+000 -.57721559E+000 0.91440942E+000
0.83084099E+000 0.11613839E+001 0.86302910E+000 0.87279053E+000 -.11153359E+001 -.11100480E+001 -.97746576E+000 -.10434339E+001 -.11916160E+001 0.11744872E+000
0.24312686E+000 -.55036702E+000 0.42378853E+000 0.57621147E+000 0.56048407E+000 0.43951593E+000 0.52932847E+000 0.47067153E+000 0.48812723E+000 0.51187277E+000
0.18473046E+000 0.17865212E+000 0.44791808E+000 0.48036535E+000 0.20475331E+000 0.52841475E+000 0.19726651E+001 0.35306862E+000 0.00000000E+000 0.12054919E+000
0.11239062E+000 0.22787634E+000 0.17000142E+000 0.14997959E+000 0.13836064E+000 0.11970371E+000 0.16034315E+000 0.23648043E+000 0.15440223E+000 0.10780530E+000
0.16136870E+000 0.20880739E+000 0.39253722E-001 0.39253722E-001 0.39751836E-001 0.39751836E-001 0.26858596E-001 0.26858596E-001 0.28385499E-001 0.28385499E-001
0.22000000E+002 -.65932261E+004 0.13230452E+005 0.13338423E+005 0.13268550E+005 0.96632227E+003 0.10010000E+004 0.77911930E+000 0.10239430E+004 0.10010000E+004
0.30021900E+000
2
0.10455672E+000 -.38002437E-001 0.29209242E-001 0.16760328E+000 0.12223428E+000 0.19862998E+001 0.14935629E+002 0.13709570E+000 0.13407654E+001 0.12039380E+001
0.10994138E+001 0.96587591E+000 0.14544735E+001 0.11102732E+001 -.88120113E+000 -.11698261E+001 -.90672791E+000 -.10962512E+001 -.95020009E+000 -.30159905E-001
-.30183136E-001 -.12470097E+000 0.46135620E+000 0.53864380E+000 0.49245479E+000 0.50754521E+000 0.49246060E+000 0.50753940E+000 0.47713996E+000 0.52286004E+000
0.15716565E+000 0.50743537E-001 0.55467858E-001 0.18599197E+000 0.16262661E+000 0.19431172E+001 0.34103709E+002 0.15717859E+001 0.00000000E+000 0.26710888E+000
0.12902250E+000 0.11849129E+000 0.27944235E+000 0.26749626E+000 0.13481877E+000 0.12824172E+000 0.10718130E+000 0.18892365E+000 0.14103783E+000 0.11003848E+000
0.18121640E+000 0.30066867E+000 0.50385531E-001 0.50385531E-001 0.45293783E-001 0.45293783E-001 0.27503365E-001 0.27503365E-001 0.29376379E-001 0.29376379E-001
0.22000000E+002 -.65455308E+004 0.13135062E+005 0.13243032E+005 0.13173159E+005 0.10456966E+004 0.10010000E+004 0.15882485E+000 0.10637250E+004 0.10010000E+004
0.82501338E-001
3
-.10812545E-001 0.21737548E-001 -.18497698E-001 0.39089143E-002 -.20996351E-001 -.33289131E+001 0.35853034E+003 -.12510702E+001 0.49754033E+001 0.11118178E+001
0.12873571E+001 0.82742682E+000 0.10500597E+001 0.12195652E+001 -.82110794E+000 -.11064309E+001 -.97452652E+000 -.80663399E+000 -.10401441E+001 -.16410720E-001
-.53111926E-001 -.42914047E+000 0.38172040E+000 0.61827960E+000 0.48672514E+000 0.51327486E+000 0.49589741E+000 0.50410259E+000 0.43465356E+000 0.56534644E+000
0.36864036E-001 0.17135767E+000 0.96030221E-001 0.50257088E-001 0.12411103E+000 0.51685398E+002 0.47582879E+004 0.32754922E+002 0.00000000E+000 0.35221407E+000
0.52023406E+000 0.49143279E+000 0.13201155E+000 0.54353697E+000 0.17840447E+000 0.40304463E+000 0.33445718E+000 0.11446896E+000 0.42526226E+000 0.12473058E+000
0.17379266E+000 0.22111701E+000 0.38221310E-001 0.38221310E-001 0.43417538E-001 0.43417538E-001 0.31180547E-001 0.31180547E-001 0.28993941E-001 0.28993941E-001
0.22000000E+002 -.65829615E+004 0.13209923E+005 0.13317894E+005 0.13248020E+005 0.96059244E+003 0.10010000E+004 0.81609548E+000 0.10119454E+004 0.10010000E+004
0.39796251E+000
4
0.37693757E-001 0.13542001E-001 0.25365191E-001 0.10056759E+000 0.12375586E+000 0.24135772E+001 0.30010013E+002 0.27506442E+001 0.18928120E+001 0.12780790E+001
0.12434750E+001 0.10427691E+001 0.12538059E+001 0.13340821E+001 -.98679575E+000 -.89534768E+000 -.86855463E+000 -.84593918E+000 -.78945201E+000 -.20795213E+000
-.61154738E-001 -.61308975E+000 0.33754708E+000 0.66245292E+000 0.48471608E+000 0.51528392E+000 0.44819851E+000 0.55180149E+000 0.41875515E+000 0.58124485E+000
0.62788789E-001 0.47438147E-001 0.58036829E-001 0.12135105E+000 0.21654621E+000 0.25182260E+001 0.76459187E+002 0.25896666E+001 0.00000000E+000 0.18575637E+000
0.14630011E+000 0.15531671E+000 0.28987165E+000 0.41580217E+000 0.12594398E+000 0.14807365E+000 0.12401431E+000 0.16652945E+000 0.19580582E+000 0.12750860E+000
0.18311996E+000 0.30783470E+000 0.50760519E-001 0.50760519E-001 0.45737215E-001 0.45737215E-001 0.31534993E-001 0.31534993E-001 0.29264839E-001 0.29264839E-001
0.22000000E+002 -.65658620E+004 0.13175724E+005 0.13283695E+005 0.13213821E+005 0.92576703E+003 0.10010000E+004 0.95641305E+000 0.99502331E+003 0.10010000E+004
0.54734006E+000
5
0.16247536E+001 0.66438123E+000 0.29410491E+000 0.92643819E+000 -.14493383E+000 -.20223074E-001 0.10919113E+000 -.29225421E-001 -.18811058E+000 0.78242151E+000
0.11432699E+001 0.14206152E+001 0.94466717E+000 0.14262995E+001 -.10423482E+001 -.82848348E+000 -.10863220E+001 -.84467896E+000 -.11470744E+001 -.16781426E+000
-.21284415E+000 -.54167858E+000 0.31983662E+000 0.68016338E+000 0.44698894E+000 0.55301106E+000 0.45814462E+000 0.54185538E+000 0.38873479E+000 0.61126521E+000
0.12476480E+001 0.58050078E+000 0.96434376E+000 0.11820149E+001 0.66587607E+000 0.25130972E+000 0.19497902E+000 0.14653689E+000 0.00000000E+000 0.31156907E+000
0.14948682E+000 0.18268044E+000 0.21551115E+000 0.15850519E+000 0.13719499E+000 0.88090620E-001 0.10324178E+000 0.12837918E+000 0.10466498E+000 0.10582914E+000
0.15969241E+000 0.31912293E+000 0.50359992E-001 0.50359992E-001 0.39474339E-001 0.39474339E-001 0.26271887E-001 0.26271887E-001 0.24756919E-001 0.24756919E-001
0.22000000E+002 -.65127288E+004 0.13069458E+005 0.13177428E+005 0.13107555E+005 0.10478101E+004 0.10010000E+004 0.14797728E+000 0.10443073E+004 0.10010000E+004
0.16624045E+000
6
-.95638134E-001 0.65951818E-001 -.42505976E+000 0.39780621E+000 0.27769004E+000 0.21594307E+000 0.21272257E+000 -.11621471E+001 -.88142430E+000 -.98955668E+000
-.10608271E+001 -.10802249E+001 -.12218720E+001 -.13441904E+001 0.79867241E+000 0.64549473E+000 0.11931568E+001 0.46622791E+000 0.86990814E+000 -.81225888E-001
0.48195329E+000 -.11372497E+001 0.34179699E+000 0.65820301E+000 0.61820901E+000 0.38179099E+000 0.47970469E+000 0.52029531E+000 0.48561287E+000 0.51438713E+000
0.16515334E+000 0.11472309E+000 0.31105926E+000 0.29603162E+000 0.29207900E+000 0.64569997E+000 0.50907982E+000 0.67120350E+000 0.57345181E+000 0.15341085E+000
0.14685628E+000 0.21482720E+000 0.18816853E+000 0.24444484E+000 0.14308828E+000 0.12966345E+000 0.23460751E+000 0.18183105E+000 0.15298288E+000 0.12056433E+000
0.18570825E+000 0.22527578E+000 0.43115344E-001 0.43115344E-001 0.43832092E-001 0.43832092E-001 0.30091422E-001 0.30091422E-001 0.30278008E-001 0.30278008E-001
0.22000000E+002 -.66038917E+004 0.13251783E+005 0.13359754E+005 0.13289881E+005 0.99137050E+003 0.10010000E+004 0.57965151E+000 0.10525172E+004 0.10010000E+004
0.12568220E+000
7
-.36196471E-002 0.24721063E-001 -.55758338E-001 0.18475631E-001 0.17294394E-001 -.10560149E+001 0.94493562E+002 -.48663274E+001 -.51148045E+001 0.10586253E+001
0.97124058E+000 0.11847597E+001 0.95068073E+000 0.10352925E+001 -.10127912E+001 -.10585568E+001 -.10607424E+001 -.11710253E+001 -.11532186E+001 0.12860851E+000
0.12386180E+000 -.55281879E+000 0.39437542E+000 0.60562458E+000 0.53092592E+000 0.46907408E+000 0.53210788E+000 0.46789212E+000 0.45826632E+000 0.54173368E+000
0.24759137E-001 0.27856571E-001 0.69551746E-001 0.17404925E-001 0.33278293E-001 0.51469756E+001 0.24027708E+003 0.43042176E+001 0.00000000E+000 0.13321582E+000
0.14715668E+000 0.27405393E+000 0.12153220E+000 0.13458184E+000 0.11731668E+000 0.13372766E+000 0.22583509E+000 0.12452708E+000 0.15537497E+000 0.99000098E-001
0.15386808E+000 0.19557653E+000 0.34439620E-001 0.34439620E-001 0.38319858E-001 0.38319858E-001 0.24647964E-001 0.24647964E-001 0.26006625E-001 0.26006625E-001
0.22000000E+002 -.65339566E+004 0.13111913E+005 0.13219884E+005 0.13150011E+005 0.98778065E+003 0.10010000E+004 0.61096833E+000 0.97037633E+003 0.10010000E+004
0.75066787E+000
8
0.27467341E+000 0.39254584E+000 0.24678486E+000 0.44933236E+000 0.41470810E+000 0.25107177E+001 0.33402549E+001 0.23539294E+001 0.22243942E+001 0.19662144E+001
0.19684163E+001 0.23585541E+001 0.28593836E+001 0.21544461E+001 -.26090288E+000 -.15494852E+000 -.41531041E+000 -.52278699E+000 -.21948054E+000 -.94994174E+000
-.90293888E+000 -.32482045E+000 0.22657384E+000 0.77342616E+000 0.28844693E+000 0.71155307E+000 0.27889654E+000 0.72110346E+000 0.27119074E+000 0.72880926E+000
0.10422759E+000 0.12693139E+000 0.10787094E+000 0.15805073E+000 0.11625695E+000 0.98603937E+000 0.17228393E+001 0.43431312E+000 0.00000000E+000 0.31407065E+000
0.30436195E+000 0.42388838E+000 0.48991079E+000 0.31099418E+000 0.12901989E+000 0.12403718E+000 0.14921709E+000 0.16301970E+000 0.12925286E+000 0.25894587E+000
0.25310561E+000 0.60471478E+000 0.10915581E+000 0.10915581E+000 0.51948736E-001 0.51948736E-001 0.52077449E-001 0.52077449E-001 0.51535441E-001 0.51535441E-001
0.22000000E+002 -.65789984E+004 0.13201997E+005 0.13309967E+005 0.13240094E+005 0.97136701E+003 0.10010000E+004 0.74344301E+000 0.10231184E+004 0.10010000E+004
0.30656423E+000
9
0.52226527E-001 0.72359781E-001 -.17400542E+000 -.15877727E+000 -.90157450E-001 0.24427442E+001 0.84886354E+000 0.18980781E+001 -.11599256E+000 0.10854474E+001
0.11237288E+001 0.72117570E+000 0.91234228E+000 0.81240348E+000 -.83699706E+000 -.10232955E+001 -.10539902E+001 -.11454540E+001 -.89446912E+000 -.16366951E+000
-.23132392E+000 -.27415132E+000 0.37625483E+000 0.62374517E+000 0.44242553E+000 0.55757447E+000 0.45917372E+000 0.54082628E+000 0.41204168E+000 0.58795832E+000
0.34576091E+000 0.35105268E+000 0.82322413E+000 0.88097737E+000 0.47703369E+000 0.14156151E+002 0.74873230E+001 0.10696941E+002 0.21250256E+001 0.22894044E+000
0.29575550E+000 0.46197160E+000 0.34200501E+000 0.21914643E+000 0.96730764E-001 0.14802807E+000 0.23963124E+000 0.20821305E+000 0.14061150E+000 0.11673466E+000
0.21661934E+000 0.32172184E+000 0.45048426E-001 0.45048426E-001 0.53436781E-001 0.53436781E-001 0.28989094E-001 0.28989094E-001 0.30270416E-001 0.30270416E-001
0.22000000E+002 -.65902875E+004 0.13224575E+005 0.13332546E+005 0.13262672E+005 0.96854436E+003 0.10010000E+004 0.76375042E+000 0.10111148E+004 0.10010000E+004
0.40509102E+000
10
-.75269083E+000 -.51810582E+000 0.38259592E+000 -.83209451E+000 -.41249428E+000 -.69038034E+000 0.25328888E+000 -.36297700E+000 -.11053500E+000 0.11241207E+001
