FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.753,0.141,0.114,0.015,0.942,0.996,500,-5.88,23.68,1
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.761,0.145,0.107,0.013,0.946,0.996,500,-4.88,35.51,2
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.76,0.145,0.11,0.014,0.942,0.98,500,-5,31.82,3
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.753,0.141,0.118,0.016,0.912,0.99,500,-5.88,19.49,4
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.753,0.143,0.111,0.014,0.934,0.992,500,-5.88,28.83,5
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.762,0.147,0.11,0.014,0.938,0.996,500,-4.75,33.64,6
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.762,0.147,0.111,0.014,0.942,0.986,500,-4.75,32.43,7
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.763,0.145,0.114,0.014,0.93,0.992,500,-4.63,27.19,8
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.764,0.147,0.117,0.015,0.934,0.986,500,-4.5,25.64,9
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.764,0.148,0.109,0.013,0.938,0.994,500,-4.5,35.78,10
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.753,0.152,0.11,0.014,0.94,0.992,500,-5.88,38.18,11
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.753,0.143,0.112,0.015,0.936,0.994,500,-5.88,27.68,12
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.759,0.147,0.107,0.013,0.948,0.994,500,-5.13,37.38,13
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.758,0.143,0.114,0.015,0.926,0.992,500,-5.25,25.44,14
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.756,0.143,0.106,0.013,0.954,0.986,500,-5.5,34.91,15
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.759,0.149,0.111,0.014,0.932,0.99,500,-5.13,34.23,16
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.756,0.15,0.117,0.016,0.92,0.988,500,-5.5,28.2,17
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.749,0.148,0.112,0.015,0.93,0.99,500,-6.38,32.14,18
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.754,0.142,0.109,0.014,0.932,0.994,500,-5.75,30.27,19
lta_lta_m3_n_500_tp_3.179_m_1,Model 3,0.8,N = 500,".10, .30, .60",500,0.765,0.147,0.11,0.013,0.938,0.994,500,-4.38,33.64,20
