FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.236,0.089,0.072,0.006,0.938,0.786,500,18,23.61,1
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.238,0.089,0.071,0.006,0.932,0.78,500,19,25.35,2
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.235,0.095,0.073,0.007,0.928,0.756,500,17.5,30.14,3
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.236,0.097,0.074,0.007,0.924,0.748,500,18,31.08,4
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.231,0.089,0.074,0.006,0.944,0.738,500,15.5,20.27,5
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.237,0.096,0.076,0.007,0.934,0.748,500,18.5,26.32,6
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.231,0.091,0.076,0.007,0.918,0.766,500,15.5,19.74,7
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.235,0.089,0.07,0.006,0.942,0.772,500,17.5,27.14,8
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.228,0.094,0.073,0.006,0.952,0.748,500,14,28.77,9
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.234,0.103,0.071,0.006,0.932,0.75,500,17,45.07,10
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.232,0.093,0.076,0.007,0.926,0.722,500,16,22.37,11
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.231,0.088,0.072,0.006,0.928,0.778,500,15.5,22.22,12
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.229,0.088,0.069,0.006,0.94,0.766,500,14.5,27.54,13
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.225,0.087,0.074,0.006,0.936,0.752,500,12.5,17.57,14
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.238,0.094,0.071,0.006,0.942,0.76,500,19,32.39,15
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.223,0.091,0.069,0.005,0.93,0.714,500,11.5,31.88,16
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.233,0.088,0.07,0.006,0.93,0.754,500,16.5,25.71,17
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.236,0.091,0.076,0.007,0.918,0.74,500,18,19.74,18
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.238,0.097,0.075,0.007,0.922,0.772,500,19,29.33,19
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.231,0.09,0.073,0.006,0.934,0.752,500,15.5,23.29,20
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.231,0.091,0.079,0.007,0.924,0.718,500,15.5,15.19,21
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.23,0.097,0.074,0.006,0.924,0.752,500,15,31.08,22
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.228,0.094,0.071,0.006,0.934,0.772,500,14,32.39,23
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.23,0.092,0.073,0.006,0.928,0.752,500,15,26.03,24
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.233,0.092,0.073,0.006,0.926,0.756,500,16.5,26.03,25
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.228,0.092,0.073,0.006,0.924,0.738,500,14,26.03,26
lta_lta_m3_n_500_tp_0.407_m_2,Model 3,0.2,N = 500,".33, .33, .33",500,0.236,0.088,0.075,0.007,0.92,0.77,500,18,17.33,27
