FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.043,0.051,0.003,0.93,0.998,500,0.5,-15.69,1
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.043,0.055,0.003,0.922,0.994,500,0.5,-21.82,2
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.206,0.044,0.058,0.003,0.916,0.994,500,3,-24.14,3
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.207,0.044,0.057,0.003,0.932,0.992,500,3.5,-22.81,4
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.2,0.044,0.053,0.003,0.916,0.996,500,0,-16.98,5
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.204,0.044,0.06,0.004,0.91,0.988,500,2,-26.67,6
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.043,0.057,0.003,0.904,0.994,500,0.5,-24.56,7
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.2,0.043,0.053,0.003,0.924,0.99,500,0,-18.87,8
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.043,0.052,0.003,0.92,0.994,500,0.5,-17.31,9
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.205,0.043,0.055,0.003,0.928,0.994,500,2.5,-21.82,10
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.202,0.044,0.051,0.003,0.938,0.994,500,1,-13.73,11
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.202,0.044,0.059,0.004,0.92,0.992,500,1,-25.42,12
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.043,0.058,0.003,0.922,0.998,500,1.5,-25.86,13
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.206,0.044,0.061,0.004,0.916,0.996,500,3,-27.87,14
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.043,0.053,0.003,0.936,0.992,500,1.5,-18.87,15
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.207,0.044,0.055,0.003,0.932,0.99,500,3.5,-20,16
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.204,0.044,0.048,0.002,0.948,0.994,500,2,-8.33,17
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.204,0.043,0.065,0.004,0.926,0.994,500,2,-33.85,18
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.199,0.044,0.048,0.002,0.93,1,500,-0.5,-8.33,19
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.202,0.043,0.057,0.003,0.928,0.986,500,1,-24.56,20
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.204,0.043,0.057,0.003,0.912,0.996,500,2,-24.56,21
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.043,0.059,0.003,0.92,0.996,500,1.5,-27.12,22
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.044,0.048,0.002,0.946,0.992,500,0.5,-8.33,23
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.205,0.044,0.053,0.003,0.942,0.994,500,2.5,-16.98,24
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.044,0.054,0.003,0.936,0.996,500,1.5,-18.52,25
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.202,0.043,0.056,0.003,0.928,0.992,500,1,-23.21,26
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.043,0.052,0.003,0.942,0.992,500,1.5,-17.31,27
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.201,0.043,0.053,0.003,0.926,0.996,500,0.5,-18.87,28
lta_lta_m2_n_500_tp_0.407_m_2,Model 2,0.2,N = 500,".33, .33, .33",500,0.203,0.044,0.055,0.003,0.932,0.992,500,1.5,-20,29
