FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.797,0.024,0.023,0.001,0.956,1,500,-0.38,4.35,1
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.798,0.024,0.022,0,0.944,1,500,-0.25,9.09,2
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.799,0.024,0.024,0.001,0.95,1,500,-0.13,0,3
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.8,0.024,0.023,0.001,0.946,1,500,0,4.35,4
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.799,0.024,0.023,0.001,0.948,1,500,-0.13,4.35,5
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.799,0.024,0.023,0.001,0.954,1,500,-0.13,4.35,6
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.799,0.024,0.023,0.001,0.944,1,500,-0.13,4.35,7
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.798,0.024,0.023,0.001,0.946,1,500,-0.25,4.35,8
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.799,0.024,0.024,0.001,0.936,1,500,-0.13,0,9
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.798,0.024,0.022,0.001,0.952,1,500,-0.25,9.09,10
lta_lta_m1_n_5000_tp_3.179_m_2,Model 1,0.8,N = 5000,".33, .33, .33",500,0.797,0.024,0.023,0.001,0.944,1,500,-0.38,4.35,11
