FileName,Model,Population,N,Mixing_proportion,group_size,average,average_SE,population_sd,MSE,Coverage,Power,Reps_Used,Parameter_Bias_boot,SE_Bias_boot,Bootstrap_Iteration
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.074,0.076,0.006,0.896,0.754,500,-3,-2.63,1
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.193,0.071,0.07,0.005,0.922,0.786,500,-3.5,1.43,2
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.205,0.071,0.071,0.005,0.916,0.808,500,2.5,0,3
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.193,0.073,0.068,0.005,0.938,0.794,500,-3.5,7.35,4
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.072,0.072,0.005,0.928,0.79,500,-2,0,5
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.069,0.07,0.005,0.916,0.836,500,0,-1.43,6
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.072,0.072,0.005,0.928,0.78,500,-2,0,7
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.071,0.069,0.005,0.926,0.792,500,-1,2.9,8
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.072,0.07,0.005,0.922,0.788,500,-0.5,2.86,9
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.07,0.072,0.005,0.918,0.803,500,-1.5,-2.78,10
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.073,0.071,0.005,0.922,0.79,500,-1,2.82,11
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.193,0.076,0.072,0.005,0.914,0.766,500,-3.5,5.56,12
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.191,0.074,0.071,0.005,0.926,0.755,500,-4.5,4.23,13
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.192,0.07,0.071,0.005,0.908,0.772,500,-4,-1.41,14
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.077,0.074,0.006,0.91,0.816,500,-0.5,4.05,15
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.201,0.07,0.07,0.005,0.914,0.82,500,0.5,0,16
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.075,0.069,0.005,0.928,0.762,500,-3,8.7,17
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.07,0.072,0.005,0.898,0.795,500,-3,-2.78,18
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.19,0.069,0.069,0.005,0.918,0.809,500,-5,0,19
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.073,0.072,0.005,0.918,0.77,500,-3,1.39,20
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.071,0.074,0.005,0.908,0.766,500,-3,-4.05,21
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.074,0.073,0.005,0.92,0.812,500,-1.5,1.37,22
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.073,0.064,0.004,0.95,0.804,500,-2.5,14.06,23
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.072,0.069,0.005,0.932,0.804,500,0,4.35,24
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.072,0.067,0.005,0.932,0.788,500,-2,7.46,25
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.074,0.074,0.005,0.914,0.78,500,-1,0,26
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.189,0.07,0.069,0.005,0.926,0.787,500,-5.5,1.45,27
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.072,0.073,0.005,0.914,0.772,500,-2,-1.37,28
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.071,0.072,0.005,0.914,0.784,500,-2.5,-1.39,29
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.071,0.068,0.005,0.938,0.826,500,-1,4.41,30
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.075,0.069,0.005,0.932,0.812,500,-2,8.7,31
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.073,0.066,0.004,0.942,0.776,500,-2.5,10.61,32
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.072,0.07,0.005,0.916,0.768,500,-0.5,2.86,33
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.074,0.072,0.005,0.924,0.783,500,-1.5,2.78,34
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.071,0.068,0.005,0.93,0.798,500,-3,4.41,35
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.072,0.07,0.005,0.92,0.8,500,-1.5,2.86,36
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.072,0.068,0.005,0.918,0.792,500,-1,5.88,37
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.073,0.071,0.005,0.924,0.81,500,-0.5,2.82,38
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.073,0.066,0.004,0.938,0.8,500,-0.5,10.61,39
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.202,0.068,0.069,0.005,0.932,0.818,500,1,-1.45,40
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.071,0.067,0.005,0.934,0.772,500,-3,5.97,41
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.073,0.068,0.005,0.926,0.82,500,0,7.35,42
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.078,0.071,0.005,0.938,0.798,500,0,9.86,43
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.075,0.066,0.004,0.936,0.782,500,-2.5,13.64,44
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.073,0.074,0.005,0.918,0.774,500,-2.5,-1.35,45
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.072,0.066,0.004,0.93,0.81,500,-3,9.09,46
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.074,0.071,0.005,0.926,0.774,500,-2.5,4.23,47
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.072,0.071,0.005,0.916,0.795,500,0,1.41,48
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.071,0.068,0.005,0.93,0.818,500,-0.5,4.41,49
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.074,0.071,0.005,0.91,0.796,500,-1,4.23,50
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.19,0.07,0.069,0.005,0.926,0.789,500,-5,1.45,51
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.073,0.071,0.005,0.93,0.794,500,-0.5,2.82,52
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.071,0.072,0.005,0.924,0.8,500,-0.5,-1.39,53
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.193,0.073,0.069,0.005,0.924,0.768,500,-3.5,5.8,54
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.074,0.07,0.005,0.944,0.787,500,-1,5.71,55
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.073,0.072,0.005,0.928,0.798,500,0,1.39,56
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.07,0.067,0.005,0.948,0.795,500,-2.5,4.48,57
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.073,0.065,0.004,0.93,0.798,500,-0.5,12.31,58
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.073,0.076,0.006,0.898,0.79,500,-1.5,-3.95,59
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.072,0.072,0.005,0.898,0.79,500,-2.5,0,60
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.072,0.069,0.005,0.932,0.796,500,-1,4.35,61
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.194,0.069,0.066,0.004,0.928,0.803,500,-3,4.55,62
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.075,0.069,0.005,0.926,0.774,500,-2.5,8.7,63
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.071,0.071,0.005,0.92,0.782,500,-1.5,0,64
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.069,0.07,0.005,0.916,0.815,500,-0.5,-1.43,65
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.069,0.07,0.005,0.932,0.81,500,-1,-1.43,66
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.071,0.068,0.005,0.918,0.812,500,-1.5,4.41,67
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.201,0.072,0.07,0.005,0.932,0.788,500,0.5,2.86,68
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.196,0.073,0.07,0.005,0.916,0.79,500,-2,4.29,69
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.073,0.071,0.005,0.926,0.806,500,-1,2.82,70
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.203,0.069,0.07,0.005,0.93,0.838,500,1.5,-1.43,71
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.2,0.073,0.069,0.005,0.922,0.818,500,0,5.8,72
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.197,0.072,0.072,0.005,0.914,0.784,500,-1.5,0,73
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.193,0.068,0.071,0.005,0.91,0.8,500,-3.5,-4.23,74
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.198,0.075,0.07,0.005,0.946,0.774,500,-1,7.14,75
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.199,0.071,0.068,0.005,0.934,0.804,500,-0.5,4.41,76
lta_lta_m1_n_500_tp_0.407_m_3,Model 1,0.2,N = 500,".60, .30, .10",500,0.195,0.072,0.073,0.005,0.912,0.81,500,-2.5,-1.37,77
