"FileName","Population","TPs","Lambda","N","N_numeric","Total_Rows","Total_Violations","Total_True_Violations","True_Violation_Perc","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","GoodReplications","Reanalysis_Needed","Adjusted_Replications_Needed"
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.8",".600",0.41,0.8,"N = 500","500",500,204,204,40.8,40.8,0,0,0,0,296,"Yes",1093
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.8",".700",0.85,0.8,"N = 500","500",500,179,179,35.8,35.8,0,0,0,0,321,"Yes",995
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.8",".800",1.385,0.8,"N = 500","500",500,163,163,32.6,32.6,0,0,0,0,337,"Yes",942
"rilta_lta_n_500_tp_-0.41_th_1_lambda_1",".400",-0.41,1,"N = 500","500",500,157,157,31.4,31.4,0,0,0,0,343,"Yes",924
"rilta_lta_n_500_tp_-0.85_th_1_lambda_1",".300",-0.85,1,"N = 500","500",500,164,164,32.8,32.8,0,0,0,0,336,"Yes",945
"rilta_lta_n_500_tp_-1.385_th_1_lambda_1",".200",-1.385,1,"N = 500","500",500,158,158,31.6,31.6,0,0,0,0,342,"Yes",927
"rilta_lta_n_500_tp_0.41_th_1_lambda_1",".600",0.41,1,"N = 500","500",500,177,177,35.4,35.4,0,0,0,0,323,"Yes",988
"rilta_lta_n_500_tp_0.85_th_1_lambda_1",".700",0.85,1,"N = 500","500",500,185,186,37.2,37,0,0,1,0.2,314,"Yes",1021
"rilta_lta_n_500_tp_1.385_th_1_lambda_1",".800",1.385,1,"N = 500","500",500,170,170,34,34,0,0,0,0,330,"Yes",965
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0",".400",-0.41,0,"N = 1000","1000",500,119,119,23.8,23.8,0,0,0,0,381,"Yes",822
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0",".300",-0.85,0,"N = 1000","1000",500,122,122,24.4,24.4,0,0,0,0,378,"Yes",829
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0",".200",-1.385,0,"N = 1000","1000",500,137,137,27.4,27.4,0,0,0,0,363,"Yes",867
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0",".600",0.41,0,"N = 1000","1000",500,128,128,25.6,25.6,0,0,0,0,372,"Yes",844
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0",".700",0.85,0,"N = 1000","1000",500,128,128,25.6,25.6,0,0,0,0,372,"Yes",844
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0",".800",1.385,0,"N = 1000","1000",500,140,140,28,28,0,0,0,0,360,"Yes",875
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,0.2,"N = 1000","1000",500,113,113,22.6,22.6,0,0,0,0,387,"Yes",809
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,0.2,"N = 1000","1000",500,115,115,23,23,0,0,0,0,385,"Yes",813
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,0.2,"N = 1000","1000",500,140,140,28,28,0,0,0,0,360,"Yes",875
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.2",".600",0.41,0.2,"N = 1000","1000",500,130,130,26,26,0,0,0,0,370,"Yes",849
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.2",".700",0.85,0.2,"N = 1000","1000",500,121,121,24.2,24.2,0,0,0,0,379,"Yes",827
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.2",".800",1.385,0.2,"N = 1000","1000",500,141,141,28.2,28.2,0,0,0,0,359,"Yes",878
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,0.4,"N = 1000","1000",500,126,126,25.2,25.2,0,0,0,0,374,"Yes",839
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,0.4,"N = 1000","1000",500,109,109,21.8,21.8,0,0,0,0,391,"Yes",800
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,0.4,"N = 1000","1000",500,138,138,27.6,27.6,0,0,0,0,362,"Yes",870
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.4",".600",0.41,0.4,"N = 1000","1000",500,139,139,27.8,27.8,0,0,0,0,361,"Yes",872
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.4",".700",0.85,0.4,"N = 1000","1000",500,131,131,26.2,26.2,0,0,0,0,369,"Yes",852
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.4",".800",1.385,0.4,"N = 1000","1000",500,141,141,28.2,28.2,0,0,0,0,359,"Yes",878
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,0.6,"N = 1000","1000",500,158,158,31.6,31.6,0,0,0,0,342,"Yes",927
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,0.6,"N = 1000","1000",500,159,159,31.8,31.8,0,0,0,0,341,"Yes",930
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,0.6,"N = 1000","1000",500,160,160,32,32,0,0,0,0,340,"Yes",933
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.6",".600",0.41,0.6,"N = 1000","1000",500,163,163,32.6,32.6,0,0,0,0,337,"Yes",942
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.6",".700",0.85,0.6,"N = 1000","1000",500,148,148,29.6,29.6,0,0,0,0,352,"Yes",897
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.6",".800",1.385,0.6,"N = 1000","1000",500,156,156,31.2,31.2,0,0,0,0,344,"Yes",921
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,0.8,"N = 1000","1000",500,180,180,36,36,0,0,0,0,320,"Yes",999
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,0.8,"N = 1000","1000",500,163,163,32.6,32.6,0,0,0,0,337,"Yes",942
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,0.8,"N = 1000","1000",500,144,144,28.8,28.8,0,0,0,0,356,"Yes",886
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.8",".600",0.41,0.8,"N = 1000","1000",500,193,193,38.6,38.6,0,0,0,0,307,"Yes",1048
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.8",".700",0.85,0.8,"N = 1000","1000",500,185,185,37,37,0,0,0,0,315,"Yes",1017
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.8",".800",1.385,0.8,"N = 1000","1000",500,148,148,29.6,29.6,0,0,0,0,352,"Yes",897
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_1",".400",-0.41,1,"N = 1000","1000",500,156,156,31.2,31.2,0,0,0,0,344,"Yes",921
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_1",".300",-0.85,1,"N = 1000","1000",500,148,149,29.8,29.6,0,0,1,0.2,351,"Yes",900
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_1",".200",-1.385,1,"N = 1000","1000",500,156,156,31.2,31.2,0,0,0,0,344,"Yes",921
"rilta_lta_n_1000_tp_0.41_th_1_lambda_1",".600",0.41,1,"N = 1000","1000",500,175,175,35,35,0,0,0,0,325,"Yes",981
"rilta_lta_n_1000_tp_0.85_th_1_lambda_1",".700",0.85,1,"N = 1000","1000",500,177,177,35.4,35.4,0,0,0,0,323,"Yes",988
"rilta_lta_n_1000_tp_1.385_th_1_lambda_1",".800",1.385,1,"N = 1000","1000",500,155,155,31,31,0,0,0,0,345,"Yes",918
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0",".400",-0.41,0,"N = 2000","2000",500,130,130,26,26,0,0,0,0,370,"Yes",849
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0",".300",-0.85,0,"N = 2000","2000",500,111,111,22.2,22.2,0,0,0,0,389,"Yes",804
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0",".200",-1.385,0,"N = 2000","2000",500,133,133,26.6,26.6,0,0,0,0,367,"Yes",857
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0",".600",0.41,0,"N = 2000","2000",500,123,123,24.6,24.6,0,0,0,0,377,"Yes",832
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0",".700",0.85,0,"N = 2000","2000",500,104,104,20.8,20.8,0,0,0,0,396,"Yes",789
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0",".800",1.385,0,"N = 2000","2000",500,112,112,22.4,22.4,0,0,0,0,388,"Yes",806
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,0.2,"N = 2000","2000",500,108,108,21.6,21.6,0,0,0,0,392,"Yes",797
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,0.2,"N = 2000","2000",500,112,112,22.4,22.4,0,0,0,0,388,"Yes",806
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,0.2,"N = 2000","2000",500,141,141,28.2,28.2,0,0,0,0,359,"Yes",878
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.2",".600",0.41,0.2,"N = 2000","2000",500,129,129,25.8,25.8,0,0,0,0,371,"Yes",847
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.2",".700",0.85,0.2,"N = 2000","2000",500,108,108,21.6,21.6,0,0,0,0,392,"Yes",797
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.2",".800",1.385,0.2,"N = 2000","2000",500,130,130,26,26,0,0,0,0,370,"Yes",849
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,0.4,"N = 2000","2000",500,125,125,25,25,0,0,0,0,375,"Yes",837
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,0.4,"N = 2000","2000",500,124,124,24.8,24.8,0,0,0,0,376,"Yes",834
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,0.4,"N = 2000","2000",500,168,168,33.6,33.6,0,0,0,0,332,"Yes",958
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.4",".600",0.41,0.4,"N = 2000","2000",500,118,118,23.6,23.6,0,0,0,0,382,"Yes",820
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.4",".700",0.85,0.4,"N = 2000","2000",500,134,134,26.8,26.8,0,0,0,0,366,"Yes",859
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.4",".800",1.385,0.4,"N = 2000","2000",500,116,116,23.2,23.2,0,0,0,0,384,"Yes",815
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,0.6,"N = 2000","2000",500,139,139,27.8,27.8,0,0,0,0,361,"Yes",872
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,0.6,"N = 2000","2000",500,153,153,30.6,30.6,0,0,0,0,347,"Yes",912
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,0.6,"N = 2000","2000",500,151,151,30.2,30.2,0,0,0,0,349,"Yes",906
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.6",".600",0.41,0.6,"N = 2000","2000",500,139,139,27.8,27.8,0,0,0,0,361,"Yes",872
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.6",".700",0.85,0.6,"N = 2000","2000",500,131,131,26.2,26.2,0,0,0,0,369,"Yes",852
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.6",".800",1.385,0.6,"N = 2000","2000",500,153,153,30.6,30.6,0,0,0,0,347,"Yes",912
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,0.8,"N = 2000","2000",500,154,154,30.8,30.8,0,0,0,0,346,"Yes",915
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,0.8,"N = 2000","2000",500,194,194,38.8,38.8,0,0,0,0,306,"Yes",1052
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,0.8,"N = 2000","2000",500,157,157,31.4,31.4,0,0,0,0,343,"Yes",924
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.8",".600",0.41,0.8,"N = 2000","2000",500,177,177,35.4,35.4,0,0,0,0,323,"Yes",988
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.8",".700",0.85,0.8,"N = 2000","2000",500,169,169,33.8,33.8,0,0,0,0,331,"Yes",961
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.8",".800",1.385,0.8,"N = 2000","2000",500,141,141,28.2,28.2,0,0,0,0,359,"Yes",878
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_1",".400",-0.41,1,"N = 2000","2000",500,160,160,32,32,0,0,0,0,340,"Yes",933
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_1",".300",-0.85,1,"N = 2000","2000",500,129,129,25.8,25.8,0,0,0,0,371,"Yes",847
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_1",".200",-1.385,1,"N = 2000","2000",500,156,156,31.2,31.2,0,0,1,0.2,344,"Yes",921
"rilta_lta_n_2000_tp_0.41_th_1_lambda_1",".600",0.41,1,"N = 2000","2000",500,151,151,30.2,30.2,0,0,0,0,349,"Yes",906
"rilta_lta_n_2000_tp_0.85_th_1_lambda_1",".700",0.85,1,"N = 2000","2000",500,147,148,29.6,29.4,0,0,1,0.2,352,"Yes",897
"rilta_lta_n_2000_tp_1.385_th_1_lambda_1",".800",1.385,1,"N = 2000","2000",500,152,152,30.4,30.4,0,0,0,0,348,"Yes",909
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0",".400",-0.41,0,"N = 4000","4000",500,114,114,22.8,22.8,0,0,0,0,386,"Yes",811
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0",".300",-0.85,0,"N = 4000","4000",500,136,136,27.2,27.2,0,0,0,0,364,"Yes",865
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0",".200",-1.385,0,"N = 4000","4000",500,114,114,22.8,22.8,0,0,0,0,386,"Yes",811
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0",".600",0.41,0,"N = 4000","4000",500,154,154,30.8,30.8,0,0,0,0,346,"Yes",915
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0",".700",0.85,0,"N = 4000","4000",500,118,118,23.6,23.6,0,0,0,0,382,"Yes",820
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0",".800",1.385,0,"N = 4000","4000",500,94,94,18.8,18.8,0,0,0,0,406,"Yes",768
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,0.2,"N = 4000","4000",500,102,102,20.4,20.4,0,0,0,0,398,"Yes",784
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,0.2,"N = 4000","4000",500,125,125,25,25,0,0,0,0,375,"Yes",837
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,0.2,"N = 4000","4000",500,112,112,22.4,22.4,0,0,0,0,388,"Yes",806
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.2",".600",0.41,0.2,"N = 4000","4000",500,124,124,24.8,24.8,0,0,0,0,376,"Yes",834
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.2",".700",0.85,0.2,"N = 4000","4000",500,100,100,20,20,0,0,0,0,400,"Yes",780
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.2",".800",1.385,0.2,"N = 4000","4000",500,63,63,12.6,12.6,0,0,0,0,437,"Yes",710
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,0.4,"N = 4000","4000",500,128,128,25.6,25.6,0,0,0,0,372,"Yes",844
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,0.4,"N = 4000","4000",500,130,130,26,26,0,0,0,0,370,"Yes",849
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,0.4,"N = 4000","4000",500,178,178,35.6,35.6,0,0,0,0,322,"Yes",992
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.4",".600",0.41,0.4,"N = 4000","4000",500,139,139,27.8,27.8,0,0,0,0,361,"Yes",872
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.4",".700",0.85,0.4,"N = 4000","4000",500,118,118,23.6,23.6,0,0,0,0,382,"Yes",820
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.4",".800",1.385,0.4,"N = 4000","4000",500,92,92,18.4,18.4,0,0,0,0,408,"Yes",764
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,0.6,"N = 4000","4000",500,167,167,33.4,33.4,0,0,0,0,333,"Yes",955
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,0.6,"N = 4000","4000",500,162,162,32.4,32.4,0,0,0,0,338,"Yes",939
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,0.6,"N = 4000","4000",500,160,160,32,32,0,0,0,0,340,"Yes",933
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.6",".600",0.41,0.6,"N = 4000","4000",500,139,139,27.8,27.8,0,0,0,0,361,"Yes",872
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.6",".700",0.85,0.6,"N = 4000","4000",500,132,132,26.4,26.4,0,0,0,0,368,"Yes",854
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.6",".800",1.385,0.6,"N = 4000","4000",500,149,149,29.8,29.8,0,0,0,0,351,"Yes",900
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,0.8,"N = 4000","4000",500,169,169,33.8,33.8,0,0,0,0,331,"Yes",961
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,0.8,"N = 4000","4000",500,219,219,43.8,43.8,0,0,0,0,281,"Yes",1162
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,0.8,"N = 4000","4000",500,169,169,33.8,33.8,0,0,0,0,331,"Yes",961
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.8",".600",0.41,0.8,"N = 4000","4000",500,161,161,32.2,32.2,0,0,0,0,339,"Yes",936
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.8",".700",0.85,0.8,"N = 4000","4000",500,140,140,28,28,0,0,0,0,360,"Yes",875
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.8",".800",1.385,0.8,"N = 4000","4000",500,123,123,24.6,24.6,0,0,0,0,377,"Yes",832
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_1",".400",-0.41,1,"N = 4000","4000",500,156,156,31.2,31.2,0,0,0,0,344,"Yes",921
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_1",".300",-0.85,1,"N = 4000","4000",500,141,141,28.2,28.2,0,0,0,0,359,"Yes",878
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_1",".200",-1.385,1,"N = 4000","4000",500,177,177,35.4,35.4,0,0,0,0,323,"Yes",988
"rilta_lta_n_4000_tp_0.41_th_1_lambda_1",".600",0.41,1,"N = 4000","4000",500,133,133,26.6,26.6,0,0,0,0,367,"Yes",857
"rilta_lta_n_4000_tp_0.85_th_1_lambda_1",".700",0.85,1,"N = 4000","4000",500,121,121,24.2,24.2,0,0,0,0,379,"Yes",827
"rilta_lta_n_4000_tp_1.385_th_1_lambda_1",".800",1.385,1,"N = 4000","4000",500,124,124,24.8,24.8,0,0,0,0,376,"Yes",834
